ID	aspect	strdist	basarea	curvature	curve_cont	curve_prof	drop	rockdist	flowdir	lith	elev	cohesion	landslide	scarpdist	scarps	frictang	slope	slopeleg	woods	specwt
193	21,03218	420,4759	65600	1,474365	-0,9238569	0,5505084	67,5	0	64	1	1182,789	50	0	0	0	45	33,25933	1481,597	1	25
194	28,23382	429,4182	65600	-0,1461182	0,3498859	0,2037677	55	0	64	1	1175,762	50	0	0	0	45	32,62045	1473,964	1	25
195	31,41578	439,09	65600	-1,394501	1,302608	-0,09189264	40	0	128	1	1168,418	50	0	20	0	45	28,88464	1467,032	1	25
196	31,27356	449,4441	65600	-1,853149	1,286728	-0,5664216	40	0	128	1	1162,608	50	0	20	0	45	25,76277	1460,833	1	25
197	30,94885	460,4346	65600	1,583374	-1,043629	0,5397447	61,66667	0	128	1	1160,043	50	0	20	0	45	27,02594	1455,395	1	25
198	35,22132	472,0169	65600	3,486908	-1,999971	1,486937	62,5	0	64	1	1155,237	50	0	28,28427	0	45	29,4522	1450,744	1	25
199	40,81895	484,1487	65600	-2,355835	1,939181	-0,4166537	30	0	64	1	1144,496	50	0	44,72136	0	45	24,12769	1447,109	1	25
200	48,09339	496,7897	65600	-3,737457	2,943623	-0,7938347	1,666667	0	32	1	1138,253	50	0	60	0	45	10,83121	1444,713	1	25
201	MISSING	509,9019	162800	0,5038147	0,3688814	0,8726961	7,5	0	4	5	1140,022	10	0	60	0	23	MISSING	MISSING	1	19
202	233,6712	537,4012	162800	0,7286682	-0,5228683	0,2057999	15	0	8	5	1144,636	10	0	72,11102	0	23	4,648664	1445,089	1	19
203	MISSING	551,7245	162800	0,6139526	-0,7199517	-0,105999	10	0	8	5	1146,265	10	0	84,85281	0	23	MISSING	MISSING	1	19
204	357,3622	380,5259	32800	1,244904	-0,6785139	0,5663897	72,5	0	64	1	1107,229	50	0	20	0	45	30,33263	1643,507	1	25
205	349,1476	380	32800	2,128937	-1,832548	0,296389	72,5	0	64	1	1110,544	50	0	28,28427	0	45	33,74594	1643,047	1	25
206	353,0749	379,4733	91600	2,367279	-1,820984	0,5462946	70	0	64	1	1112,5	50	0	40	0	45	31,40773	1643,606	1	25
207	356,6295	373,6308	91600	1,004852	-0,9462589	0,05859336	62,5	0	64	1	1112,256	50	0	44,72136	0	45	30,00514	1644,981	1	25
208	356,7968	368,7818	91600	-0,15271	-0,04968666	-0,2023966	52,5	0	64	1	1111,772	50	0	44,72136	0	45	28,61966	1631,139	1	25
209	10,8415	364,9658	91600	0,9846191	0,2152218	1,199841	47,5	0	64	1	1112,104	50	0	40	0	45	27,45866	1611,799	1	25
210	19,03365	362,2154	91600	-1,044556	0,08687908	-0,9576766	56,66667	0	128	1	1107,579	50	0	40	0	45	30,04662	1593,162	1	25
211	15,58229	360,5551	91600	0,961792	-0,4042257	0,5575663	72,5	0	64	1	1105,728	50	0	40	0	45	33,3979	1575,255	1	25
212	7,95848	360	91600	-2,502625	1,324568	-1,178056	57,5	0	64	1	1100,407	50	0	40	0	45	32,32332	1558,107	1	25
213	345,606	360,5551	91600	-2,012085	0,6793829	-1,332702	45	0	64	1	1100,394	50	0	40	0	45	28,37263	1541,749	1	25
214	315,5435	362,2154	91600	-4,484314	3,257885	-1,226429	48,33333	0	32	5	1104,793	10	0	40	0	23	37,20383	1526,212	1	19
215	301,7377	364,9658	91600	-5,550079	3,904783	-1,645297	85	0	16	5	1122,154	10	0	44,72136	0	23	53,61521	1511,53	1	19
216	298,178	368,7818	91600	1,233704	-1,802832	-0,5691287	158,3333	0	32	5	1153,407	10	0	40	0	23	57,75522	1497,735	1	19
217	300,8439	373,6308	91600	2,561401	-3,087628	-0,5262263	143,3333	0	32	1	1178,041	50	0	20	0	45	48,57203	1484,864	1	25
218	314,6148	379,4733	91600	1,809021	-1,600151	0,2088702	80	0	32	1	1190,414	50	0	0	0	45	29,98112	1472,95	1	25
219	345,7488	386,2642	91600	0,2467957	0,3144882	0,5612838	35	0	32	1	1193,578	50	0	0	0	45	18,69732	1462,031	1	25
220	10,59492	393,9543	65600	0,2000732	0,09065815	0,2907314	38,33333	0	128	1	1193,834	50	0	0	0	45	19,97695	1452,143	1	25
221	23,47622	402,4922	65600	2,009796	-1,334783	0,6750135	60	0	128	1	1192,818	50	0	0	0	45	25,76299	1443,322	1	25
222	29,91186	411,8252	65600	1,875824	-1,435543	0,440281	68,33334	0	128	1	1188,063	50	0	0	0	45	31,50321	1435,395	1	25
223	32,46809	421,9005	65600	0,327301	-0,2445792	0,08272184	61,66667	0	128	1	1180,388	50	0	0	0	45	33,36367	1428,188	1	25
224	33,34731	432,6662	65600	-0,5717468	0,7327673	0,1610205	47,5	0	64	1	1172,347	50	0	20	0	45	29,96288	1421,736	1	25
225	37,16384	444,0721	65600	-1,984833	1,680426	-0,3044068	33,33333	0	128	1	1165,114	50	0	20	0	45	24,97498	1416,07	1	25
226	42,84896	456,0702	65600	-0,6882019	0,3843924	-0,3038095	53,33333	0	128	1	1160,046	50	0	28,28427	0	45	24,83273	1411,221	1	25
227	44,64429	468,615	65600	3,591125	-2,143354	1,447771	61,66667	0	128	1	1155,883	50	0	40	0	45	28,42188	1407,422	1	25
228	46,77612	481,6638	162800	-2,422638	2,065032	-0,3576058	30	0	1	1	1144,46	50	0	40	0	45	23,18488	1404,905	1	25
229	41,98473	495,1767	162800	-3,521912	2,937037	-0,5848746	1,666667	0	2	1	1138,112	50	0	40	0	45	7,397862	1403,688	1	25
230	235,0657	509,1169	162800	-0,1953125	0,5060387	0,3107263	7,5	0	16	5	1139,994	10	0	44,72136	0	23	7,070536	1403,782	1	19
231	242,3563	523,4501	162800	0,339386	-0,2729251	0,06646086	16,66667	0	8	5	1143,042	10	0	56,56854	0	23	7,411658	1405,194	1	19
232	268,919	538,145	162800	-0,4718933	0,2259454	-0,2459479	15	0	8	5	1145,438	10	0	72,11102	0	23	8,060748	1407,925	1	19
233	273,505	553,1727	162800	1,133514	-1,136055	-0,002541038	22,5	0	16	5	1150,054	10	0	89,44272	0	23	7,1472	1411,969	1	19
234	MISSING	568,5068	MISSING	MISSING	MISSING	MISSING	MISSING	0	MISSING	5	MISSING	10	0	107,7033	0	23	MISSING	MISSING	1	19
235	346,8387	360,5551	32800	1,716522	-1,697383	0,01913902	50	0	64	1	1117,375	50	0	20	0	45	22,72406	1603,582	1	25
236	347,3093	360	32800	0,9005127	-0,897849	0,002663649	38,33333	0	32	1	1118,31	50	0	40	0	45	20,247	1603,124	1	25
237	347,9878	360	91600	-0,06564331	0,002472881	-0,06317043	32,5	0	64	1	1119,261	50	0	56,56854	0	45	20,73383	1603,712	1	25
238	353,0082	354,4009	91600	0,2131348	0,05722922	0,270364	42,5	0	64	1	1121,116	50	0	63,24555	0	45	23,08248	1605,344	1	25
239	357,9451	349,285	91600	0,9547424	-0,7039896	0,2507529	52,5	0	64	1	1122,339	50	0	63,24555	0	45	24,64802	1598,191	1	25
240	11,33313	345,2535	91600	1,951569	-0,8620341	1,089534	51,66667	0	128	1	1122,586	50	0	60	0	45	26,10321	1578,431	1	25
241	8,613104	342,3448	91600	-1,579742	-0,119528	-1,69927	50	0	64	1	1118,076	50	0	60	0	45	29,11547	1559,371	1	25
242	6,179879	340,5877	91600	1,365875	-0,2551656	1,11071	70	0	64	1	1119,859	50	0	60	0	45	34,05447	1541,041	1	25
243	11,13724	340	91600	0,6539001	-0,4742117	0,1796885	82,5	0	64	1	1116,989	50	0	60	0	45	36,60731	1523,471	1	25
244	354,3944	340,5877	91600	-2,309967	0,6043699	-1,705597	62,5	0	64	1	1113,354	50	0	56,56854	0	45	35,58647	1506,692	1	25
245	318,6709	342,3448	91600	-9,083374	5,285537	-3,797837	57,5	0	64	1	1116,511	50	0	44,72136	0	45	47,07945	1490,739	1	25
246	306,2305	345,2535	91600	0,4580078	-0,4478728	0,01013495	138,3333	0	32	5	1144,367	10	0	40	0	23	57,63647	1475,644	1	19
247	304,4139	349,285	91600	2,87262	-2,851917	0,02070232	173,3333	0	32	1	1171,235	50	0	28,28427	0	45	55,68946	1461,444	1	25
248	308,1772	354,4009	91600	3,648468	-2,783483	0,8649848	131,6667	0	32	1	1190,725	50	0	20	0	45	44,58418	1448,175	1	25
249	327,7283	360,5551	91600	1,267151	-0,232592	1,034559	73,33334	0	32	1	1199,18	50	0	0	0	45	29,48507	1435,876	1	25
250	353,4408	367,6955	91600	-0,2981262	0,5923049	0,2941787	35	0	32	1	1200,633	50	0	0	0	45	22,44367	1424,586	1	25
251	4,88611	375,7659	65600	0,3511963	0,1647023	0,5158986	32,5	0	64	1	1200,655	50	0	20	0	45	20,84283	1414,344	1	25
252	20,51476	384,7077	65600	-1,177765	1,250799	0,07303442	36,66667	0	128	1	1198,548	50	0	20	0	45	22,02514	1405,188	1	25
253	32,53982	394,4617	65600	0,8560486	-0,417968	0,4380805	53,33333	0	128	1	1195,782	50	0	20	0	45	25,08532	1396,946	1	25
254	35,28334	404,9691	65600	2,301178	-1,635811	0,6653671	66,66666	0	128	1	1191,415	50	0	0	0	45	29,15621	1389,444	1	25
255	35,9021	416,173	65600	0,4522095	-0,5314966	-0,0792871	65	0	128	1	1183,567	50	0	0	0	45	32,14547	1382,719	1	25
256	37,30453	428,0187	65600	0,807373	-0,1991307	0,6082424	55	0	128	1	1175,961	50	0	0	0	45	31,21263	1376,807	1	25
257	40,71764	440,4543	65600	-1,625488	1,309499	-0,3159897	36,66667	0	128	1	1166,702	50	0	20	0	45	27,77424	1371,741	1	25
258	44,93091	453,4314	162800	-1,350403	0,7996042	-0,5507987	55	0	128	1	1160,165	50	0	20	0	45	26,49165	1367,764	1	25
259	51,24879	466,9047	162800	3,645386	-1,910671	1,734714	65	0	1	1	1155,284	50	0	20	0	45	29,17786	1365,115	1	25
260	54,60193	480,8326	162800	-3,561127	2,857924	-0,7032031	17,5	0	64	1	1142,059	50	0	20	0	45	21,61871	1363,813	1	25
261	45,8564	495,1767	162800	-2,714386	1,28781	-1,426576	1,666667	0	32	1	1137,917	50	0	28,28427	0	45	1,53825	1363,874	1	25
262	238,429	509,9019	162800	-0,1991577	0,3109701	0,1118124	12,5	0	16	5	1140,744	10	0	44,72136	0	23	9,417767	1365,304	1	19
263	250,8411	524,9762	162800	-0,3083496	0,3765179	0,06816828	20	0	8	5	1144,276	10	0	63,24555	0	23	12,75821	1368,104	1	19
264	269,3671	540,3702	162800	0,5104675	-0,1670941	0,3433735	27,5	0	16	5	1150,137	10	0	82,46211	0	23	13,88453	1372,269	1	19
265	268,4543	556,0576	162800	1,807281	-1,514778	0,2925036	27,5	0	16	5	1155,998	10	0	101,9804	0	23	9,700512	1377,784	1	19
266	MISSING	572,014	MISSING	MISSING	MISSING	MISSING	MISSING	0	MISSING	5	MISSING	10	0	121,6553	0	23	MISSING	MISSING	1	19
267	354,3949	342,3448	32800	-0,3299561	0,3184674	-0,01148867	21,66667	0	32	3	1120,011	10	0	0	0	17	11,0157	1565,194	1	20
268	343,1969	340,5877	32800	-0,8869629	0,7794189	-0,107544	17,5	0	64	1	1120,915	50	0	20	0	45	14,34683	1563,661	1	25
269	341,3331	340	32800	-1,252563	1,023837	-0,2287267	20	0	64	1	1122,458	50	0	28,28427	0	45	16,87898	1563,205	1	25
270	338,3251	340	91600	-0,930542	0,8780254	-0,05251665	30	0	64	1	1125,382	50	0	44,72136	0	45	20,94715	1563,825	1	25
271	346,6452	335,2611	91600	0,6051941	0,3883556	0,9935496	42,5	0	64	1	1129,757	50	0	63,24555	0	45	22,91903	1565,518	1	25
272	359,0174	329,8484	91600	-0,1769714	0,2531352	0,07616376	37,5	0	64	1	1130,06	50	0	82,46211	0	45	22,4057	1564,31	1	25
273	7,38734	325,5764	91600	0,5325012	-0,2374719	0,2950293	41,66667	0	128	1	1130,019	50	0	80	0	45	23,07549	1545,432	1	25
274	355,6427	322,4903	91600	-1,298706	0,04095795	-1,257748	52,5	0	64	1	1128,6	50	0	72,11102	0	45	27,38459	1525,939	1	25
275	356,6829	320,6244	91600	1,997467	-0,4197795	1,577688	65	0	64	1	1133,179	50	0	56,56854	0	45	32,13438	1507,174	1	25
276	9,390739	320	91600	1,320129	-1,096488	0,2236412	72,5	0	64	1	1131,721	50	0	44,72136	0	45	35,58747	1489,168	1	25
277	348,4339	320,6244	91600	-3,9935	1,292009	-2,701491	75	0	64	1	1128,762	50	0	40	0	45	41,0928	1471,954	1	25
278	319,6686	322,4903	91600	-3,871063	1,756466	-2,114598	115	0	64	1	1139,864	50	0	28,28427	0	45	53,20243	1455,567	1	25
279	308,9088	325,5764	91600	3,137146	-3,107462	0,02968393	173,3333	0	32	1	1165,735	50	0	20	0	45	56,15853	1440,043	1	25
280	305,0629	329,8484	91600	2,28537	-2,358897	-0,07352722	143,3333	0	32	1	1184,95	50	0	20	0	45	48,92297	1425,419	1	25
281	306,5714	335,2611	91600	1,958893	-1,417188	0,5417047	100	0	32	1	1199,849	50	0	0	0	45	38,78238	1411,734	1	25
282	328,9851	341,7602	91600	3,580078	-1,438879	2,141199	66,66666	0	32	1	1209,881	50	0	0	0	45	27,57623	1399,029	1	25
283	1,350911	349,285	91600	1,274414	-0,6092384	0,6651756	47,5	0	64	1	1210,312	50	0	0	0	45	23,04596	1387,345	1	25
284	5,239933	357,7709	65600	-0,6894836	-0,2007462	-0,8902298	37,5	0	64	1	1208,201	50	0	0	0	45	21,65045	1376,726	1	25
285	17,95653	367,1512	65600	3,555664	-1,447818	2,107846	55	0	64	1	1209,646	50	0	0	0	45	22,96244	1367,214	1	25
286	36,45874	377,3593	65600	-2,00415	1,443413	-0,5607371	35	0	128	1	1201,679	50	0	0	0	45	24,93622	1358,634	1	25
287	40,16447	388,3297	65600	-0,3812256	0,3958447	0,01461915	45	0	128	1	1196,716	50	0	20	0	45	23,43856	1350,813	1	25
288	41,03283	400	65600	2,152771	-1,410012	0,7427594	58,33333	0	128	1	1192,735	50	0	20	0	45	26,02284	1343,792	1	25
289	43,75968	412,3106	65600	0,7597961	-0,4620979	0,2976982	65	0	128	1	1185,231	50	0	0	0	45	29,82454	1337,612	1	25
290	44,67859	425,2058	162800	1,817657	-0,7921782	1,025479	58,33333	0	128	1	1177,137	50	0	0	0	45	29,83672	1332,311	1	25
291	45,30757	438,6342	162800	-0,151947	0,228907	0,07696002	45	0	128	1	1168,193	50	0	0	0	45	27,82596	1328,139	1	25
292	52,22132	452,5483	162800	-0,6335754	0,2303993	-0,4031761	61,66667	0	128	1	1159,87	50	0	0	0	45	29,28331	1325,344	1	25
293	55,27642	466,9047	162800	1,435516	-0,6554466	0,7800697	55	0	1	1	1151,166	50	0	0	0	45	29,23338	1323,949	1	25
294	48,96029	481,6638	162800	-4,457275	3,120897	-1,336379	7,5	0	64	1	1139,73	50	0	20	0	45	16,27849	1323,971	1	25
295	281,515	496,7897	162800	-2,637421	0,3971553	-2,240265	1,666667	0	32	1	1138,538	50	0	40	0	45	3,30269	1325,419	1	25
296	248,8926	512,2499	162800	-0,8157043	0,8760475	0,06034317	15	0	16	5	1142,019	10	0	60	0	23	13,0484	1328,293	1	19
297	249,6279	528,0151	162800	0,1914978	0,1039289	0,2954267	30	0	16	5	1148,177	10	0	80	0	23	17,27896	1332,586	1	19
298	248,7807	544,0588	162800	1,511353	-1,062171	0,4491817	33,33333	0	8	5	1154,629	10	0	100	0	23	12,83924	1338,284	1	19
299	241,9467	560,3571	162800	1,055115	-0,7585525	0,2965622	26,66667	0	8	5	1158,01	10	0	120	0	23	6,734648	1345,365	1	19
300	MISSING	576,8882	162800	0,8087769	-0,7402238	0,06855311	16,66667	0	8	5	1159,994	10	0	140	0	23	MISSING	MISSING	1	19
301	352,7454	325,5764	32800	-0,8759155	1,119288	0,2433724	22,5	0	64	3	1123,91	10	0	20	0	17	14,9516	1527,629	1	20
302	348,374	322,4903	32800	-1,029694	0,781499	-0,2481946	25	0	64	3	1125,185	10	0	0	0	17	17,53499	1525,304	1	20
303	344,1561	320,6244	32800	-0,4772034	0,2742975	-0,2029059	30	0	64	1	1127,364	50	0	0	0	45	18,39265	1523,743	1	25
304	336,4104	320	32800	0,4263306	-0,2783871	0,1479435	37,5	0	64	1	1130,235	50	0	20	0	45	20,88622	1523,291	1	25
305	331,0816	320	91600	-0,8797302	0,8568354	-0,02289488	40	0	64	1	1133,773	50	0	40	0	45	26,53609	1523,946	1	25
306	344,5665	316,2278	91600	1,163971	0,7573165	1,921287	51,66667	0	32	1	1140,05	50	0	56,56854	0	45	28,81687	1525,704	1	25
307	4,48229	310,4835	91600	-1,353485	1,590248	0,2367633	42,5	0	64	1	1138,833	50	0	72,11102	0	45	27,97857	1525,361	1	25
308	4,75374	305,9412	91600	-2,82373	1,892788	-0,9309429	32,5	0	64	1	1136,701	50	0	72,11102	0	45	25,95938	1512,828	1	25
309	345,6895	302,6549	91600	-1,65918	0,5091472	-1,150033	47,5	0	64	1	1138,321	50	0	63,24555	0	45	26,90318	1492,891	1	25
310	350,0665	300,6659	91600	2,943115	-0,9807155	1,9624	55	0	64	1	1144,545	50	0	44,72136	0	45	27,9331	1473,679	1	25
311	358,9806	300	91600	-1,147369	-0,02922745	-1,176597	52,5	0	64	1	1142,673	50	0	28,28427	0	45	32,06563	1455,225	1	25
312	333,5388	300,6659	91600	-3,496216	2,037486	-1,45873	85	0	64	1	1146,083	50	0	20	0	45	43,78678	1437,562	1	25
313	317,5349	302,6549	91600	1,912811	-1,644966	0,2678455	123,3333	0	32	1	1163,933	50	0	20	0	45	52,14093	1420,726	1	25
314	310,4314	305,9412	91600	2,629883	-2,885032	-0,2551496	145	0	32	1	1181,209	50	0	0	0	45	48,17988	1404,755	1	25
315	302,8665	310,4835	91600	0,7835083	-1,05365	-0,2701418	98,33334	0	32	1	1193,84	50	0	0	0	45	39,65105	1389,687	1	25
316	298,7905	316,2278	91600	0,9342041	-0,7858174	0,1483867	73,33334	0	32	1	1206,006	50	0	0	0	45	33,18329	1375,566	1	25
317	315,48	323,1099	91600	2,549377	-1,188337	1,36104	55	0	32	1	1215,861	50	0	0	0	45	22,16594	1362,432	1	25
318	2,395618	331,0589	91600	1,095032	-0,1212496	0,9737821	35	0	64	1	1217,435	50	0	20	0	45	18,05635	1350,333	1	25
319	5,373192	340	65600	-1,161224	0,3137304	-0,8474939	32,5	0	64	1	1214,948	50	0	20	0	45	19,62468	1339,312	1	25
320	15,19366	349,8571	65600	1,04538	-0,03672936	1,00865	50	0	128	1	1215,934	50	0	20	0	45	21,39224	1329,418	1	25
321	38,70134	360,5551	65600	3,0448	-1,593989	1,450811	55	0	128	1	1212,589	50	0	0	0	45	26,84379	1320,476	1	25
322	44,56642	372,0215	65600	-1,740723	1,373455	-0,367268	33,33333	0	128	1	1202,562	50	0	0	0	45	25,58459	1312,311	1	25
323	46,16504	384,1875	65600	-0,3397827	0,4050712	0,06528853	40	0	128	1	1196,815	50	0	20	0	45	21,89634	1304,969	1	25
324	56,37534	396,9887	162800	2,249634	-1,179107	1,070527	52,5	0	1	1	1192,052	50	0	20	0	45	25,44614	1298,497	1	25
325	58,55954	410,3657	162800	-1,223389	1,286698	0,06330973	45	0	128	1	1181,151	50	0	20	0	45	26,09209	1292,938	1	25
326	53,27258	424,2641	162800	2,726593	-1,476565	1,250028	56,66667	0	128	1	1176,209	50	0	20	0	45	25,00509	1288,552	1	25
327	55,16576	438,6342	162800	1,154327	-0,6487597	0,5055677	56,66667	0	128	1	1167,373	50	0	0	0	45	28,3543	1285,596	1	25
328	52,8386	453,4314	162800	-0,5432739	-0,008378608	-0,5516526	61,66667	0	128	1	1157,264	50	0	0	0	45	29,51955	1284,097	1	25
329	41,10306	468,615	162800	-0,07574463	-0,1830691	-0,2588137	45	0	64	1	1149,128	50	0	20	0	45	26,32423	1284,074	1	25
330	27,1323	484,1487	162800	-3,243164	2,616571	-0,6265926	17,5	0	64	1	1142,207	50	0	40	0	45	16,2165	1285,539	1	25
331	289,9598	500	162800	-3,197113	0,2905113	-2,906602	5	0	32	1	1140,349	50	0	60	0	45	4,924762	1288,491	1	25
332	241,2458	516,1395	162800	-0,1430664	0,6926951	0,5496287	22,5	0	16	5	1145,158	10	0	80	0	23	15,34511	1292,923	1	19
333	234,904	532,5411	162800	0,03030396	0,03744943	0,06775339	26,66667	0	8	5	1150,287	10	0	100	0	23	16,82565	1298,819	1	19
334	234,7654	549,1812	162800	0,6088562	-0,5842287	0,0246275	31,66667	0	8	5	1155,185	10	0	120	0	23	11,35571	1306,153	1	19
335	233,2206	566,0389	162800	0,8635864	-0,8446352	0,0189512	25	0	8	5	1158,743	10	0	140	0	23	6,227581	1314,892	1	19
336	MISSING	583,0952	162800	0,8650513	-0,7976956	0,0673557	15	0	8	5	1160,44	10	0	160	0	23	MISSING	MISSING	1	19
337	350,0834	302,6549	32800	0,4851685	0,4441929	0,9293614	45	0	64	3	1131,244	10	0	44,72136	0	17	20,83796	1490,948	1	20
338	351,1821	305,9412	32800	0,229126	-0,07268585	0,1564401	42,5	0	64	3	1132,765	10	0	28,28427	0	17	24,54359	1487,793	1	20
339	352,3311	302,6549	32800	-0,3259277	0,1293958	-0,196532	40	0	64	3	1133,573	10	0	20	0	17	23,85707	1485,419	1	20
340	350,3376	300,6659	32800	0,2071838	-0,06187711	0,1453067	37,5	0	64	3	1135,031	10	0	0	0	17	22,11865	1483,829	1	20
341	334,3356	300	32800	-2,378632	0,9944562	-1,384175	28,33333	0	32	1	1135,64	50	0	20	0	45	22,66983	1483,381	1	25
342	320,7777	300	91600	-0,1940918	0,3159242	0,1218324	45	0	64	1	1142,945	50	0	28,28427	0	45	28,03269	1484,074	1	25
343	336,6158	297,3214	91600	4,856995	-2,258415	2,59858	68,33334	0	32	1	1153,182	50	0	44,72136	0	45	27,22971	1485,903	1	25
344	3,681366	291,2044	91600	3,615662	-2,787492	0,8281694	75	0	64	1	1153,933	50	0	60	0	45	28,31919	1486,464	1	25
345	3,035909	286,3564	91600	0,1480408	-0,7694439	-0,6214032	70	0	64	1	1150,927	50	0	56,56854	0	45	30,90433	1480,647	1	25
346	351,9766	282,8427	91600	-1,256653	0,4261817	-0,8304711	57,5	0	64	1	1150,073	50	0	44,72136	0	45	29,15387	1460,256	1	25
347	353,5259	280,7134	91600	0,7855835	-0,7023961	0,08318741	48,33333	0	32	1	1152,237	50	0	40	0	45	23,48468	1440,586	1	25
348	338,6994	280	91600	-0,7136841	0,2942282	-0,4194559	50	0	64	1	1152,931	50	0	20	0	45	25,73599	1421,671	1	25
349	312,877	280,7134	91600	1,108765	0,5685609	1,677326	82,5	0	64	1	1162,949	50	0	0	0	45	41,14673	1403,544	1	25
350	308,9037	282,8427	91600	5,144836	-2,547925	2,596912	121,6667	0	32	1	1180,925	50	0	0	0	45	45,27929	1386,244	1	25
351	311,1812	286,3564	91600	0,09771729	-0,4328307	-0,3351134	95	0	32	1	1190,809	50	0	0	0	45	38,57236	1369,808	1	25
352	306,0808	291,2044	91600	-1,075256	-0,03655474	-1,111811	65	0	32	1	1200,062	50	0	0	0	45	33,7396	1354,279	1	25
353	300,6461	297,3214	91600	0,05862427	-0,6332799	-0,5746557	58,33333	0	32	1	1210,736	50	0	0	0	45	29,86064	1339,699	1	25
354	309,8697	304,6309	91600	1,411896	-1,076006	0,3358898	48,33333	0	32	1	1219,925	50	0	0	0	45	20,67769	1326,115	1	25
355	351,8216	313,0495	91600	2,586212	-1,048349	1,537863	32,5	0	64	1	1224,241	50	0	20	0	45	14,826	1313,575	1	25
356	5,790407	322,4903	65600	0,9523315	-1,134926	-0,1825941	37,5	0	64	1	1222,865	50	0	40	0	45	16,15374	1302,128	1	25
357	21,05963	332,8663	65600	1,955597	-0,7385318	1,217065	33,33333	0	128	1	1222,373	50	0	28,28427	0	45	16,0546	1291,825	1	25
358	53,5022	344,093	65600	1,718506	-0,5963429	1,122163	53,33333	0	128	1	1218,003	50	0	20	0	45	22,07874	1282,492	1	25
359	62,22918	356,0899	65600	3,452606	-0,9356461	2,51696	50	0	128	1	1211,088	50	0	0	0	45	24,70681	1273,954	1	25
360	60,75788	368,7818	162800	-0,3658447	0,9249512	0,5591065	31,66667	0	128	1	1201,273	50	0	20	0	45	20,01992	1266,264	1	25
361	69,91032	382,0995	162800	2,313202	-1,547197	0,7660052	57,5	0	1	1	1196,011	50	0	28,28427	0	45	23,62615	1259,473	1	25
362	76,21626	395,9798	162800	-1,04715	1,315433	0,2682838	32,5	0	1	1	1184,098	50	0	40	0	45	24,90379	1253,631	1	25
363	72,43558	410,3657	162800	0,1274414	0,2958266	0,423268	33,33333	0	128	1	1177,213	50	0	28,28427	0	45	18,82479	1249,009	1	25
364	61,93119	425,2058	162800	1,028748	-1,145442	-0,1166948	50	0	128	1	1171,53	50	0	20	0	45	22,67755	1245,874	1	25
365	49,44644	440,4543	162800	-0,5016479	-0,2965253	-0,7981733	50	0	128	1	1163,561	50	0	20	0	45	26,02167	1244,259	1	25
366	36,66413	456,0702	162800	-0,2113342	-0,3244174	-0,5357516	53,33333	0	128	1	1157,614	50	0	28,28427	0	45	26,32093	1244,184	1	25
367	34,1952	472,0169	162800	2,849884	-1,370133	1,479751	57,5	0	64	1	1153,785	50	0	44,72136	0	45	25,85891	1245,664	1	25
368	29,27215	488,2622	162800	-2,963654	2,298958	-0,664696	20	0	64	1	1144,799	50	0	63,24555	0	45	16,74497	1248,699	1	25
369	293,0724	504,7772	162800	-3,637909	1,184663	-2,453245	6,666667	0	32	1	1142,393	50	0	82,46211	0	45	4,849571	1253,282	1	25
370	235,1638	521,5362	162800	-1,363037	1,089389	-0,2736481	17,5	0	16	5	1146,054	10	0	101,9804	0	23	13,52501	1259,393	1	19
371	226,4028	538,5165	162800	0,2941895	0,1164407	0,4106301	25	0	16	5	1151,266	10	0	121,6553	0	23	16,15123	1267,002	1	19
372	220,24	555,6978	162800	1,247742	-0,7266253	0,5211164	31,66667	0	8	5	1155,899	10	0	141,4214	0	23	12,1349	1276,072	1	19
373	235,47	573,062	162800	0,7393188	-1,063843	-0,3245237	30	0	8	5	1158,677	10	0	161,2451	0	23	9,025719	1286,557	1	19
374	244,8391	590,5929	162800	1,463715	-1,366507	0,09720807	31,66667	0	8	5	1162,187	10	0	181,1077	0	23	6,464092	MISSING	1	19
375	346,9672	280,7134	32800	0,09564209	0,09732266	0,1929647	42,5	0	64	3	1136,395	10	0	72,11102	0	17	20,15087	1455,591	1	20
376	343,2132	282,8427	32800	2,411194	-1,649052	0,7621422	45	0	64	3	1140,722	10	0	56,56854	0	17	21,73576	1451,194	1	20
377	350,9632	286,3564	32800	1,384491	-1,496722	-0,1122309	42,5	0	64	3	1141,415	10	0	40	0	17	18,93773	1447,965	1	20
378	352,5494	282,8427	32800	1,928802	-1,62919	0,2996121	45	0	64	3	1142,617	10	0	20	0	17	17,79808	1445,539	1	20
379	350,223	280,7134	32800	0,6550293	-0,8445177	-0,1894884	37,5	0	64	3	1142,716	10	0	0	0	17	18,33628	1443,919	1	20
380	330,9947	280	32800	-1,117493	0,1652702	-0,9522225	40	0	64	1	1143,862	50	0	0	0	45	22,06488	1443,477	1	25
381	314,7771	280	32800	0,2175598	-0,7736037	-0,5560439	50	0	32	1	1149,961	50	0	20	0	45	24,6679	1444,212	1	25
382	320,6177	278,5678	91600	1,35849	-0,9557639	0,4027261	46,66667	0	32	1	1156,372	50	0	40	0	45	19,39835	1446,116	1	25
383	345,6462	272,0294	91600	-1,118561	1,231283	0,1127226	25	0	128	1	1158,327	50	0	40	0	45	19,86846	1447,624	1	25
384	353,7074	266,8333	91600	1,919067	-0,8467892	1,072278	55	0	64	1	1162,41	50	0	40	0	45	26,76228	1446,033	1	25
